kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
_1.ptx 567 : 65792 504704 0 0 0 0 0 0 0 
_1.ptx 569 : 65792 750176 0 0 0 0 0 0 0 
_1.ptx 570 : 65792 1160416 0 4112 2056 0 0 0 0 
_1.ptx 571 : 65792 494240 0 0 0 0 0 0 0 
_1.ptx 572 : 65792 715104 0 0 0 0 0 0 0 
_1.ptx 573 : 65792 742240 0 0 0 0 0 0 0 
_1.ptx 574 : 65792 2366400 0 20031 2056 0 0 0 0 
_1.ptx 575 : 65792 484128 0 0 0 0 0 0 0 
_1.ptx 576 : 65792 537728 0 0 0 0 0 0 0 
_1.ptx 577 : 65792 849632 0 4112 2056 0 0 0 0 
_1.ptx 579 : 65792 1048096 0 4112 2056 0 0 0 0 
_1.ptx 580 : 65792 476448 0 0 0 0 0 0 0 
_1.ptx 581 : 65792 686816 0 0 0 0 0 0 0 
_1.ptx 582 : 65792 734944 0 0 0 0 0 0 0 
_1.ptx 583 : 65792 2032928 0 15112 2056 0 0 0 0 
_1.ptx 584 : 65792 482528 0 0 0 0 0 0 0 
_1.ptx 585 : 65792 535904 0 0 0 0 0 0 0 
_1.ptx 586 : 65792 864800 0 4112 2056 0 0 0 0 
_1.ptx 588 : 65792 1080320 0 4112 2056 0 0 0 0 
_1.ptx 589 : 65792 471904 0 0 0 0 0 0 0 
_1.ptx 590 : 65792 684032 0 0 0 0 0 0 0 
_1.ptx 591 : 65792 732704 0 0 0 0 0 0 0 
_1.ptx 592 : 65792 2114848 0 15774 2056 0 0 0 0 
_1.ptx 593 : 65792 484128 0 0 0 0 0 0 0 
_1.ptx 594 : 65792 535136 0 0 0 0 0 0 0 
_1.ptx 595 : 65792 836416 0 4112 2056 0 0 0 0 
_1.ptx 597 : 65792 1041184 0 4112 2056 0 0 0 0 
_1.ptx 598 : 65792 470784 0 0 0 0 0 0 0 
_1.ptx 599 : 65792 690976 0 0 0 0 0 0 0 
_1.ptx 600 : 65792 728224 0 0 0 0 0 0 0 
_1.ptx 601 : 65792 2089056 0 15184 2056 0 0 0 0 
_1.ptx 602 : 65792 529408 0 0 0 0 0 0 0 
_1.ptx 603 : 65792 849504 0 4112 2056 0 0 0 0 
_1.ptx 605 : 65792 404160 0 0 0 0 0 0 0 
_1.ptx 607 : 65792 782432 0 4112 2056 0 0 0 0 
_1.ptx 608 : 65792 399360 0 0 0 0 0 0 0 
_1.ptx 609 : 65792 731552 0 0 0 0 0 0 0 
_1.ptx 610 : 65792 501408 263168 0 0 2056 2056 0 0 
_1.ptx 612 : 65792 405472 0 0 0 0 0 0 0 
